Gene	Module	R	pvalue	Group(Brucella)	Group(Tuberculosis)	Group(Control)	Group(Brucella)	Group(Tuberculosis)	Group(Control)
11240	tan	0.756723806702316	0.0112882590369492	-0.115618645888402	-0.248307410366049	0.371908941919518	0.750438076722426	0.489096945662063	0.289945425451282
353238	blue	0.942060849402514	4.59564612619916e-05	-0.370067056288837	-0.296713743163889	0.692332067382407	0.292529400531022	0.405126222256639	0.0265023581764704
23569	greenyellow	0.936650380104721	6.52454910299573e-05	0.145507660925759	-0.284486558712676	0.128932326045514	0.68835597050361	0.425652573079819	0.72260245383934
127707	magenta	-0.822925448105705	0.00345307100193074	-0.322999841253558	-0.341975317932993	0.68727667277676	0.362652965719419	0.333446015049783	0.0280950559120955
5081	tan	0.874913383397311	0.000918535355536376	-0.461896334962505	-0.089639166873811	0.583427119341316	0.178975697598787	0.805482324697213	0.0766395029772274
5320	magenta	-0.835564660310636	0.00260966473886874	-0.211073750863687	-0.280638918856314	0.506286250020085	0.558302899070015	0.432209932333301	0.135384837261101
163933	black	-0.868076915325402	0.00112667264552052	-0.616392691367965	-0.212617808242444	0.87156931304542	0.0577161210920273	0.555359921465264	0.00101648391962693
249	black	0.618060774548384	0.0568505474756105	0.237956906579299	0.411000083310186	-0.665386716806275	0.507955671952912	0.238034532507895	0.0357475096917245
5909	greenyellow	0.908668474184256	0.000272301620094246	0.260736077032675	-0.410815377592038	0.132076786555532	0.466858769864562	0.238266525150268	0.716069462641768
6920	blue	0.779890424292585	0.00779767059366715	-0.410643722339123	0.131477839973026	0.307518764890553	0.238482240196747	0.717312580936632	0.387389886868801
3399	grey	0.508776315053129	0.133155919487859	0.103262318382228	-0.330195379911875	0.219803318097514	0.77650695732842	0.351431497686978	0.541744676623042
1870	blue	0.980416727259783	6.28458292802855e-07	-0.276113515446474	-0.22138332314109	0.51656108732921	0.439981566025047	0.538768822450274	0.126334069649711
127294	greenyellow	-0.695822818309869	0.0254394196601637	-0.343787700646773	-0.0740657723473989	0.441590283663692	0.330721796599836	0.838866994611626	0.201373030227551
6007	greenyellow	0.860883327754115	0.00138066265527513	0.202055100006219	-0.465380099166506	0.249374111316901	0.575611764880003	0.175288710025781	0.487170716814181
6006	greenyellow	0.905983593797439	0.000304742984797626	0.0877841092875826	-0.348566368133318	0.254721207859817	0.809445206881915	0.323594240629976	0.477564596308994
79000	greenyellow	0.925126399998523	0.000125524322824221	0.373237316039146	-0.241281258260154	-0.157726216190575	0.288089484267621	0.501865739897383	0.663429947639367
84676	tan	0.930298601565796	9.48740961271268e-05	-0.214557944144037	-0.329100317135837	0.558472407592285	0.551670619902948	0.353127810457218	0.0933583250307193
2134	darkturquoise	0.836603663573681	0.00254770512386372	-0.212997032153278	-0.152880259021165	0.380583664368947	0.554638046015008	0.673281751086143	0.277941361389961
10256	tan	0.710619299057549	0.0212576918436364	-0.218062811291249	-0.190109545654266	0.423228496696722	0.545030376150096	0.598842277095797	0.222958747497027
115572	black	-0.768788468410107	0.00935719209611585	-0.305227736904273	-0.326885481644693	0.653187657769312	0.391118586712179	0.356571294473341	0.0405699157895836
84958	greenyellow	0.741990152967639	0.0140064642053146	0.404237354360057	-0.2466424592015	-0.185505450213146	0.24661138448688	0.492110005239314	0.607885129815805
22826	grey	0.202888804970591	0.57400325717428	-0.111727330413676	-0.49661515365367	0.616056693981345	0.758624570539142	0.144258154206094	0.0578915173352731
4985	darkturquoise	0.84361622219708	0.00215688563846282	-0.554332956472096	0.0194501362825931	0.57315672123628	0.0963383891295022	0.957468919156146	0.0832639629507641
2035	greenyellow	0.937351126306238	6.24599061873023e-05	0.270331262460324	-0.480052709076283	0.191056433344684	0.450003693317749	0.160259016185664	0.596988564299314
79570	tan	0.855285299771995	0.00160525853069851	-0.446188065694392	-0.0468268101138826	0.523821916369825	0.196166096906586	0.897790668914791	0.12017043654461
2170	tan	0.722397407376071	0.0182882021617152	0.0982413702802301	-0.467406047478036	0.362381604964946	0.787159126990367	0.173165504365479	0.303443486092917
90853	magenta	0.882459920119898	0.000722955135094162	-0.023703817896652	0.622603048279502	-0.597262601043001	0.948177022721911	0.0545371456332873	0.0682698422228747
3061	darkturquoise	0.892034288906491	0.000520852278119953	-0.653851336680821	0.151599315668549	0.547397165401111	0.0402969107848651	0.675893464468056	0.10146584806664
1307	magenta	0.811372246092615	0.00438080165548442	0.309825112131509	0.222728436022106	-0.553945412997799	0.383653797004003	0.536240543245739	0.0966204456585199
79140	brown	-0.640199219474401	0.0461656542292577	0.209622563892235	-0.615495234780964	0.391399287746143	0.561074362401239	0.0581853928224454	0.263359934540074
252995	tan	0.953223374688021	1.97926808990133e-05	-0.189051337735179	-0.318910924796996	0.521015306030232	0.600916379275199	0.369108238279945	0.122530236606227
84970	darkturquoise	0.898602668343482	0.000408541679096585	-0.74973742970907	0.0584628852553195	0.74304014103378	0.0125260378257898	0.872548650877508	0.0137990119249604
63967	greenyellow	0.700074150399528	0.0241848337962093	0.459609412020277	0.0615223231338458	-0.55286545213856	0.181420779527283	0.865928147479106	0.0974092167469152
2899	blue	0.80048561573434	0.00540659831349355	-0.492825517003755	0.154242554116154	0.37261008476607	0.147829414741584	0.670507616081477	0.288965024515517
84618	tan	0.939491956450331	5.44931736868531e-05	-0.455836483223637	-0.00495416243579674	0.492263860897162	0.185497542297623	0.989163035653783	0.148363233703439
656	grey	0.321530152100637	0.364966674333717	0.00579947657584666	0.589860007023331	-0.596059908271742	0.987314071673683	0.0726696557311275	0.0689725119552599
1298	blue	0.744636610083597	0.0134877170914795	-0.0779563564383261	-0.219008191313878	0.302347041860577	0.830503037883301	0.543244724578765	0.395831514037671
1907	darkturquoise	0.848754820342642	0.0018994301746034	-0.395079102112657	-0.316767994452822	0.739125320389919	0.258496947487442	0.3725139126026	0.0145835526737713
284716	magenta	-0.862934517881606	0.00130439421101605	-0.445938179169599	-0.131127924418444	0.607855890742573	0.196447049786031	0.718039110213922	0.0622821030231336
4352	darkgrey	0.774019344466964	0.00859736026096836	0.387800228186106	-0.329422297307893	-0.085153585087868	0.268164453428227	0.352628617610328	0.815071360026171
6536	greenyellow	0.924790479483595	0.000127739233170109	0.412828915857284	-0.424865460834053	-0.0164672141634566	0.235744358223313	0.220983046060789	0.963987735491509
8643	greenyellow	0.651965911397424	0.0410757301132307	0.594390453478452	-0.464323486384485	-0.171106636725677	0.0699556844867913	0.176402151061155	0.636471510072009
7389	greenyellow	0.93419957832048	7.57148436230129e-05	0.434571039217604	-0.282752607821601	-0.181823374740278	0.209475357325752	0.428601912412128	0.615151732210573
84842	greenyellow	0.823354430806417	0.00342161252999293	0.517129850852201	-0.723682801713367	0.170847737038382	0.125844333677609	0.0179826238458441	0.636989622880157
1580	tan	0.958446273886083	1.2404967087183e-05	-0.33148287057336	-0.00300327264577796	0.357373367294304	0.349442380601302	0.993430400343042	0.310669859236212
10158	greenyellow	0.848502507574029	0.00191152410600612	0.403072841501381	-0.497044201806176	0.0661412090028598	0.248105437700792	0.143857180111114	0.855947388469706
6886	greenyellow	0.909850996688729	0.00025885018896026	0.419088689811213	-0.43106879587826	-0.0169558589633226	0.227999951128264	0.213587157458118	0.962919720366813
79699	tan	0.954152871335365	1.82864921634597e-05	-0.361378001911631	-0.080308079985868	0.4666374143488	0.304884385937983	0.825454686763897	0.173969225369113
1733	blue	-0.555850213165081	0.0952391626531234	-0.415003402562273	0.632693129883653	-0.189035830816953	0.233037565955762	0.0496233824680166	0.600946792286415
255738	blue	0.863540228109641	0.00128247012464217	-0.285159027510551	-0.0592047824493061	0.364052605789342	0.424511296626143	0.870942545334418	0.301052407584238
5563	darkturquoise	0.831318067179751	0.00287423631283099	-0.23496914541027	-0.426765140828457	0.677957723282257	0.513455217164787	0.218702845149563	0.0312000810664163
732	blue	0.926247504175151	0.000118336982592737	-0.155738051696697	-0.296713698635427	0.46320467907335	0.667466355418999	0.405126296134533	0.177585694855692
3725	white	0.860550563482335	0.00139333395083064	0.567018425931877	0.0433797952519326	-0.649547990059058	0.0873936113341434	0.905285067200891	0.0420892332141171
1573	tan	0.889600786082012	0.000567693930578569	-0.375188442470722	0.151479204186668	0.249614112156985	0.285375075733749	0.676138519760967	0.486737778748861
55277	tan	0.794592951863797	0.0060280097843871	-0.485550143717919	-0.235414294590227	0.754489232273456	0.154834887299811	0.512634271374162	0.0116743581041336
4774	magenta	-0.898167761687632	0.000415370874309617	0.0186422572709887	-0.586937356453011	0.567007945131829	0.959234231669676	0.0744562887973222	0.0874007725120542
10207	tan	0.845318658601154	0.00206896198891713	-0.29916969167366	-0.398426727688597	0.718252581045634	0.401061302689106	0.254116393578814	0.0192980587681429
5236	darkturquoise	0.843079116201716	0.00218517618695674	-0.297181887964456	-0.29598189503501	0.613682696840048	0.40434987067539	0.406341310244795	0.0591408128913182
4919	blue	0.86619640713566	0.0011894762127452	-0.443679903071507	-0.115391359011143	0.589705126637043	0.198996717577294	0.75091563142695	0.0727636280662298
205	grey	-0.654014576849044	0.0402299516958996	-0.813883725040003	0.46766900509593	0.402409295410075	0.00416555743978764	0.172891051049569	0.248959008677156
9829	greenyellow	0.870820130974114	0.00103942935479102	0.13307327857008	-0.367183122338588	0.224921803554597	0.714002567291185	0.296599906868821	0.532128138254128
9077	greenyellow	-0.668500750627071	0.0345817978246195	-0.112194987645511	0.524873572294388	-0.404932085356434	0.757639561014141	0.119293551507854	0.245722452631109
257194	grey60	0.748182160277092	0.0128139933916882	-0.343210886897387	-0.0587216446266594	0.425629516106901	0.331587564674216	0.87198842446814	0.220064319407162
81849	greenyellow	-0.403036425844963	0.248152239624887	-0.740358207305496	0.162366758183328	0.629109457594763	0.0143332067545218	0.654039061963117	0.0513333614051306
26289	grey	0.472274507928358	0.168126197906732	-0.14195021246603	0.541305471941221	-0.389554311647607	0.69566548487396	0.1061090618962	0.265816909029237
91624	tan	0.864095589412654	0.00126260480604094	-0.0586111130565549	-0.177032484902955	0.239690400364412	0.872227724344296	0.624651794011478	0.504776204323126
79739	tan	0.90771776252934	0.000283483106847621	-0.0799965508451424	-0.305515148360918	0.39103505847125	0.826123106846668	0.390649867930801	0.263843989723314
55283	blue	0.831930373703687	0.00283494776361929	-0.420898555488719	-0.328712307468883	0.778671790105125	0.225788120681243	0.353729847415224	0.00795913461962528
84144	darkgrey	0.838177333048202	0.00245589062121496	-0.296015483874853	-0.244114310479008	0.560568173861809	0.406285504725328	0.496700313216705	0.0918722446845636
8915	darkturquoise	-0.73578904279897	0.0152762810625103	0.297446912360029	0.564100709340172	-0.882084834141601	0.403910680328089	0.0894017415262861	0.000731883302445381
164045	darkturquoise	0.876584691536085	0.000872249968640366	-0.383739405118519	-0.236750137313113	0.646984817243954	0.273642531933852	0.510173987784717	0.0431818102409223
148534	darkgrey	0.93197721064918	8.62376342403041e-05	-0.0475615085031456	-0.436935889935772	0.487781281254888	0.89619423128085	0.206724943338127	0.15266560850254
178	tan	0.943889806720721	4.05133925803863e-05	-0.1746764454013	-0.335409043515022	0.522146018438219	0.629342114671129	0.343411941941047	0.12157609808193
127495	tan	0.968576097946186	4.10720939338868e-06	-0.248093475302403	-0.15068737366915	0.415910454947909	0.489483659062976	0.677754722095331	0.231913685960691
7412	black	0.805171515114235	0.00494615281098835	0.494294326252511	0.147002929108907	-0.675425791126951	0.146438931672971	0.685290514681063	0.0320823748103714
653149	magenta	0.815065022883135	0.00406698061968809	0.516486988198288	0.27729332696206	-0.829441142551989	0.126397959773742	0.437949303156373	0.00299711097097406
284612	tan	0.936249200122845	6.68810300560728e-05	-0.391706148138673	-0.0776560194642415	0.496407505929337	0.262952501023216	0.831148165275145	0.144452459383897
2946	tan	0.869242369382731	0.00108898185809853	-0.116986675768983	-0.272951562396446	0.398015579409344	0.747565312574551	0.44544932402081	0.254652171595771
389	magenta	0.907597748307172	0.000284918211596399	0.300546523699161	0.432640233366703	-0.753937982071902	0.398791046238434	0.211736523600211	0.0117710117151971
440603	greenyellow	0.8810388068985	0.000757207086774606	0.0708848187370422	-0.38034562384499	0.304566565091394	0.84571623903216	0.278267102902829	0.392197877364469
56944	blue	-0.815863706855673	0.00400128621467784	0.396286980195385	0.283924319530151	-0.707572921453123	0.256911594904665	0.426607868823576	0.0220766958188449
270	tan	0.8893355893489	0.000572978351144885	-0.21066675934109	-0.332637445958421	0.557849684883083	0.559079631581014	0.347663471166805	0.0938028251164163
163259	tan	0.94052454777845	5.09320174706898e-05	-0.0531365578803598	-0.386621954084847	0.443427323885072	0.884091416266822	0.26974772235119	0.199283078897292
10100	greenyellow	0.684414091925581	0.0290252930559309	0.269895606854471	-0.352091826239738	0.0635612859412042	0.450762943652884	0.318387546456218	0.861520054690984
4803	blue	0.896486484473726	0.000442560654677341	-0.486434156247451	0.0673558773420976	0.452664109487167	0.153973169013481	0.853325659335837	0.188966751350851
4808	darkturquoise	0.925619945441089	0.000122321675661597	-0.460904657128574	-0.0191256069444848	0.511853411214096	0.180033548054071	0.958178035055244	0.130432948877614
80263	darkgrey	0.944038433692235	4.00931406585351e-05	-0.0187501547911995	-0.422520855312158	0.442565613934343	0.958998453265546	0.223815926690447	0.200261844768786
51179	brown	0.729854276323922	0.0165646703554305	-0.493249855909476	0.679446420578502	-0.152140144324539	0.147426882882049	0.0306891054297648	0.674790388267515
3158	tan	0.934798833577096	7.30479023592831e-05	-0.330472036249546	-0.103661608701656	0.456951076003182	0.351003594241281	0.775661259748729	0.184287629710301
8515	blue	0.897399793263095	0.000427633860902978	-0.148978186268057	-0.261244547641853	0.420508927961299	0.681247368130995	0.465958651670615	0.226263248472781
5565	tan	0.757794995606143	0.0111063935504157	-0.195501792761628	-0.240035221126282	0.449035428844595	0.588313971841329	0.504144755291712	0.192981308944739
9659	greenyellow	-0.745581789873411	0.0133057496601596	-0.306550549979911	-0.0259610487358097	0.353677371522081	0.388963563940601	0.943248465376253	0.316060237485147
317772	greenyellow	0.781908185858659	0.00753544612478024	0.438983261031599	-0.0528971234411814	-0.416395722647103	0.204360726577895	0.884610774942716	0.231313677998279
440689	greenyellow	0.941385142181026	4.80982340384915e-05	0.282918028210182	-0.189269389146113	-0.113182705169357	0.428320134788628	0.600488783757096	0.755560200728156
554313	greenyellow	0.93531505769109	7.08067472875376e-05	0.332515285623081	-0.29187089700271	-0.0636028957592469	0.347851471812444	0.413198919374705	0.861430132670035
126961	greenyellow	0.818507325178668	0.00378925856526164	0.318758077493086	-0.0967434895041976	-0.244023229137479	0.36935063942706	0.790343194244446	0.496866026570751
8337	greenyellow	0.837864705340037	0.00247393754714786	0.448215975012293	-0.104701293279163	-0.374461739227931	0.193894750290883	0.773460203992652	0.286384449711733
8370	greenyellow	0.923521845712894	0.000136364906473334	0.372079259483936	-0.233724333909302	-0.164045126008826	0.289707108244253	0.515753796238573	0.650653267999986
333932	greenyellow	0.815926060701386	0.00399618960936845	0.319726067156269	-0.0963976452605362	-0.245403897859302	0.367816833818926	0.791078759252924	0.494356564089126
723790	greenyellow	0.851498811062557	0.00177145233172819	0.445757260805562	-0.117279640460981	-0.359254915996519	0.196650606649496	0.746950470213985	0.307944451927362
8349	greenyellow	0.917136819659656	0.000186454158917574	0.290860471225121	-0.298033744246676	-0.0129091788047599	0.414892737069964	0.402939011365133	0.971765876807249
1513	greenyellow	-0.695151255346177	0.0256415985634102	-0.0087252213780911	0.483067301380489	-0.473739647374611	0.980915031208574	0.157270675247626	0.166627010528619
10962	tan	0.865613626717933	0.00120944541969963	-0.427247439080473	0.000356318907437441	0.456390405782763	0.218126090675387	0.999220552488942	0.184895665332685
10500	tan	0.920159083775175	0.000161306192513483	-0.0980258021387405	-0.235369053682282	0.340163044158528	0.787617189553887	0.512717679901312	0.336181565220945
29765	tan	0.98243654364713	4.07600924842877e-07	-0.35028214161026	-0.157377485347565	0.531844846093572	0.321054747807767	0.664137387150364	0.11358173019806
8991	greenyellow	0.879457406647285	0.000796698065992187	0.330195930918247	-0.555385746483152	0.202391448196593	0.351430645185504	0.0955748082490969	0.574962627487043
388698	grey60	0.872732120322013	0.000981603612143907	-0.455741919903778	0.401647427553297	0.0855611784668485	0.185600407318429	0.249941072812306	0.814199096407638
6273	black	-0.73180152872388	0.0161339203838435	-0.585515314491995	0.227709081045008	0.398233119394489	0.0753358070247515	0.526920678171901	0.25436861165659
6279	greenyellow	0.894102488565392	0.000483321149152183	0.257230174617597	-0.203254505752636	-0.0717361179499586	0.473085942232144	0.5732982293708	0.843882287252778
6283	greenyellow	0.957688596733567	1.33224598550883e-05	0.241525707319518	-0.332034003240563	0.0738321612725988	0.501419151085422	0.348592650467552	0.83936968106154
6280	greenyellow	0.89632891314235	0.000445174037594605	0.34741437345379	-0.199087031973925	-0.172314555656021	0.325305125792838	0.581351928734108	0.634056087643425
6271	darkturquoise	0.905129453637004	0.00031563394535758	-0.25010240154277	-0.392375610895752	0.659746324662154	0.48585746473379	0.262064826880249	0.0379260824948559
5872	black	0.84392929110551	0.00214051819615588	0.465405316449891	0.269079434323482	-0.766618645791654	0.175262187610316	0.452186905025624	0.0096858425088312
91181	tan	0.913185973279614	0.000223542674878924	-0.545801326883758	-0.0132155653452416	0.59670172718685	0.10266954562214	0.971095999277408	0.0685969465732526
7170	tan	0.814906567102831	0.00408010537202656	-0.439331131425827	-0.0123017447345385	0.481966479917166	0.20396058499431	0.973094005402491	0.158357982974278
1196	darkturquoise	-0.635549851497733	0.0482877646176098	0.984167947534043	-0.459405016861216	-0.592714774772184	2.69682012670728e-07	0.181640265672028	0.0709516667198433
5313	greenyellow	0.827058336727853	0.00315849133107938	0.460202247421949	-0.244325546867543	-0.247651349839973	0.180785060526091	0.496316080307131	0.49028326991313
128240	darkgreen	0.945509658458699	3.61053278536189e-05	0.40790011597144	-0.216303686364124	-0.219759879918872	0.241944956527907	0.548359214401752	0.541826582387326
54865	grey	0.894103555289197	0.000483302318665663	0.40782258945272	-0.21587773311613	-0.220102953832168	0.242043210072669	0.549166459330862	0.541179826550778
63827	darkturquoise	0.839053082186113	0.00240584218325507	-0.529659942213382	-0.06853011718753	0.634760412976376	0.115353069858026	0.850792419169392	0.0486544285393577
1382	grey	0.612764061999953	0.059628965198986	0.253066946448583	0.0301071435671727	-0.300647089146506	0.480527625884475	0.934200288565908	0.398625466293549
3645	brown	0.775919740587602	0.00833245307186001	-0.550944127606635	0.563341065018038	0.0256429820559877	0.0988225850538278	0.0899293714437084	0.943942847529933
440695	white	0.568818646133865	0.086169159932107	-0.216015714865541	0.613580531224546	-0.382650018314287	0.548904912134434	0.0591949719057817	0.275122404605348
922	greenyellow	0.8944134891279	0.000477853884436903	0.131338907214159	-0.233172415431033	0.0927652176171256	0.717601022473084	0.516774289466097	0.798813327225765
391109	grey60	0.912877034173632	0.000226654924209676	-0.533524907884524	0.455262409421011	0.115099708468708	0.112231332495267	0.186122530780115	0.751528532822641
391112	brown	0.739246089002673	0.0145588960165051	-0.54607588452369	0.259366591293537	0.324413085011371	0.102461814261329	0.469286916503448	0.360435046175318
6708	greenyellow	0.930376151904232	9.44615894216053e-05	0.26147522982413	-0.466875945199974	0.18734716659144	0.465550541121011	0.173719568731961	0.604262003463254
128372	greenyellow	0.736036331847309	0.0152241640824236	-0.206870854236013	-0.287734994556013	0.508889240230416	0.566344069299064	0.420152744382541	0.13305537684334
81442	greenyellow	0.739537465337953	0.014499527117075	-0.192561194392927	-0.157628374520748	0.363484950351122	0.594047005768711	0.663628406267969	0.301863555416728
89886	darkturquoise	-0.552999830648514	0.0973108485689218	-0.169865358535233	0.766177893631626	-0.584584186911524	0.638956856123384	0.00975358120119136	0.0759153347146184
477	tan	0.914490628468424	0.000210745212008623	-0.0315061855589716	-0.374426079693623	0.408107608815279	0.931148590866602	0.286434029373858	0.24168209965209
844	tan	0.899298193286852	0.000397791656128799	-0.175434576827232	-0.120309740113967	0.307857191622874	0.627831541272194	0.740598820695825	0.386840560145077
55600	darkgrey	0.828141417495245	0.0030843828196356	-0.342885951055362	-0.165361612539375	0.53192211299289	0.332075790524792	0.648001518508782	0.11351940256289
9507	greenyellow	-0.645635098338318	0.0437647119673181	-0.00520343119365909	0.573851636519131	-0.568288934587038	0.988617802448131	0.0828045237557817	0.0865283015759119
2207	darkturquoise	-0.757265713154665	0.0111959953034133	0.0430538763598624	0.608421304341456	-0.654447834201779	0.905994027509169	0.0619725876118735	0.0400525980629108
257177	blue	0.82101787552244	0.00359547767194687	-0.698023138414486	0.277491435861105	0.46872668756395	0.0247846595825213	0.437608477235916	0.171789746559568
2212	cyan	0.885448871715089	0.000654623286628014	-0.221842373169976	0.679353148816608	-0.442193676167778	0.537905454718006	0.0307209512144996	0.200685168826716
2213	magenta	0.823566107694822	0.00340616575175529	-0.134983849812409	0.711549634096798	-0.56724582874086	0.710044404913083	0.0210118164602878	0.0872383273026765
2214	darkturquoise	-0.79561116799562	0.00591717654016535	0.0895878487645841	0.500598792749759	-0.596372231634099	0.80559190022206	0.14056134611891	0.068789586273859
4009	darkturquoise	0.788169874625164	0.00676148044702652	-0.288133316632446	-0.119355216196509	0.427382688354642	0.419480659893394	0.742598175987673	0.217964509846515
6258	tan	0.931936330740968	8.64407786954835e-05	-0.290912824359146	-0.0564320488459866	0.367430939751892	0.414804895101047	0.876947262907458	0.296248947335283
5087	darkturquoise	0.789831450570022	0.00656598012331932	-0.107070445439991	-0.533512652408665	0.647975773290298	0.768450059743241	0.112241146539919	0.0427571773016715
92235	tan	0.962902329430031	7.92316118154651e-06	-0.304532615058476	-0.0789858778674223	0.404544937480888	0.392253335918452	0.828292307652555	0.246217600327507
84944	darkturquoise	0.925760574097722	0.000121420273147988	-0.553306459186022	0.0170159606453052	0.574493525115584	0.0970866258560212	0.962788361702487	0.0823815964904666
92241	greenyellow	0.680903951305465	0.0301943768527177	0.468740518503938	-0.46563560837868	-0.0354690840614641	0.17177537294834	0.175020087109001	0.922508915782471
55827	tan	0.932659718832616	8.28978951874178e-05	-0.202723572270697	-0.195646054136977	0.412366668896935	0.574321913670146	0.588033243763803	0.236322034341198
375035	cyan	0.518629977856377	0.124558294604597	-0.703752933762011	0.596716397317724	0.155627134989265	0.0231340827007551	0.0685883778757756	0.667691767907937
481	tan	0.880093898815122	0.000780627212513278	-0.383071165637709	-0.136476977484523	0.545997279361219	0.27454978377839	0.706955402575845	0.102521260037459
6401	darkturquoise	-0.639017703079982	0.046698906211365	0.254917106196242	0.389015560655658	-0.661533410202574	0.477214242154108	0.26653673251329	0.0372263959287015
6402	greenyellow	0.84651744913111	0.00200862427450427	0.448372168177725	-0.396678810270811	-0.0826511997537699	0.193720447918087	0.256398471958401	0.820430527809535
2328	blue	-0.636049748137152	0.0480565371890033	0.696827752460003	-0.413444206390299	-0.331495995695715	0.0251389230630492	0.234976657682347	0.349422132261335
2327	cyan	-0.868661218393659	0.00110765968214144	0.220592070738657	-0.56504875094785	0.329225907821263	0.540258285932831	0.0887460411871226	0.352933054326664
4653	darkturquoise	0.862221027643778	0.00133056715578709	-0.186655189995018	-0.457027555155945	0.656570346705817	0.605622390925213	0.18420478107561	0.039191350404236
92346	tan	0.853998324096188	0.00166041844772249	-0.287375209448832	0.0995870262348694	0.207629995253683	0.420760239160015	0.784301064618063	0.564888373527747
460	darkturquoise	0.859179065466945	0.00144645138235318	-0.503453105623598	-0.0667201616071625	0.604934170621682	0.137948568220234	0.854697622652469	0.0638976790182943
9068	greenyellow	-0.451153713513829	0.190631755132617	-0.398800339230018	-0.24577386500561	0.672109360756453	0.253630073196465	0.493685043056487	0.0332634861849104
127665	blue	0.923983044678839	0.000133180964019639	-0.436784902764371	-0.124416234861744	0.591358937107357	0.2068999199678	0.732013384044008	0.0717642694085431
2752	darkturquoise	-0.868690883986793	0.00110670064602893	0.273219470658557	0.449627697294448	-0.741711597465893	0.444984854883699	0.192322680527942	0.0140618635668325
3918	midnightblue	0.538684630373489	0.108147206521589	-0.619850121964838	0.383982310671226	0.278665342912336	0.0559316320740117	0.273313150453176	0.435591391921346
10092	tan	-0.714212112498405	0.0203190180036423	0.101999626168849	0.39784741130094	-0.506889598358898	0.779182729832459	0.254871496069502	0.134842675388958
23127	darkturquoise	0.944418603115993	3.90328905287517e-05	-0.453711098563891	-0.273727173493359	0.758764740179903	0.187817618275718	0.444105261645446	0.0109435356022023
80267	darkturquoise	-0.756307665414569	0.011359471808763	0.775254181342061	-0.131497438660845	-0.697284142552271	0.00842456279844334	0.717271894232584	0.025003260454289
339479	darkturquoise	0.843138489433693	0.00218203576926963	-0.498031506569189	-0.0494619113221092	0.581879987150898	0.142937063625823	0.892066384800015	0.0776147702075546
5996	white	0.891926511229291	0.000522864771978148	0.406128253367367	0.30653683078652	-0.740706196269265	0.24419611651911	0.38898588453537	0.0142630918685257
5997	white	0.790635839498517	0.00647279387165485	0.396470035204311	0.0819932863080194	-0.505837582267086	0.25667180371136	0.821840651292336	0.135788872223234
10878	grey60	0.848623497897976	0.00190571783244686	-0.603825788769795	0.57183377683319	0.0736831439882678	0.0645176826397001	0.0841431489957648	0.839690365155014
10216	magenta	-0.975140703691168	1.62150581934698e-06	-0.206155829860665	-0.54360490773949	0.763994760203681	0.567716480121226	0.104340955226798	0.0100940339767535
