greenyellow	blue	darkgrey	darkturquoise	tan	darkorange	darkgreen	magenta	white	black	grey	midnightblue	cyan	lightcyan	salmon	grey60	brown
0	0.705796937255193	0.455694912062201	0.941848201282925	1.24078076948205	1.02998666811858	1.05876520306509	1.42817732645318	0.823231951630779	0.691978014613239	0.933972544289835	1.25984660216402	1.197564919761	1.32739894357342	1.24532360292309	1.46049153413217	1.26070280028249
0.705796937255193	1.11022302462516e-16	0.656994802307745	0.339798194323121	0.949471020304889	1.23067267229075	1.19955940113845	1.70647687837697	1.47952463742326	1.62504539259429	1.36110322830466	1.14299379635003	1.24010702633005	1.22149391257492	1.05618137067907	1.14083865129448	1.01566578584403
0.455694912062201	0.656994802307745	0	0.288038091066539	0.32323365108728	1.19209405609295	1.20659487800104	1.83174072120367	1.15941187712873	1.34335938743268	1.18013672473	1.35267379424183	1.36240997216641	1.40139288712218	1.15336806462451	0.77050280208056	1.11019381389745
0.941848201282925	0.339798194323121	0.288038091066539	0	0.271250808661796	1.40331313360582	1.40425636513359	1.83534923100959	1.40477038284265	1.81701756334587	1.49808793179324	1.25220916100477	1.22284488747781	1.05545150536929	0.901258560851114	0.448698938375749	0.746705267497914
1.24078076948205	0.949471020304889	0.32323365108728	0.271250808661796	0	1.16917880775301	1.24200323306546	1.53245331757353	1.3168148295607	1.60938244628139	1.23854418257609	1.16226967845856	1.20674250287897	1.14339112816349	0.96131692061915	0.304796430806801	0.897720788702823
1.02998666811858	1.23067267229075	1.19209405609295	1.40331313360582	1.16917880775301	0	0.874137539908966	0.754084844631691	1.29009159045061	0.831011131624204	0.837065763443964	1.14955923748056	1.09338040284916	1.2393109161137	1.14286097472849	1.34245559602197	1.25437690058187
1.05876520306509	1.19955940113845	1.20659487800104	1.40425636513359	1.24200323306546	0.874137539908966	0	0.821876099047278	0.582295191456164	0.649834713722405	0.779551226578366	1.20290308295399	1.11774677513812	1.26611106562796	1.21157017209069	1.38968224229842	1.22534626439039
1.42817732645318	1.70647687837697	1.83174072120367	1.83534923100959	1.53245331757353	0.754084844631691	0.821876099047278	0	0.567826424846345	0.325447501774711	0.527300079393757	0.722075209450983	0.557639797022645	0.523351725354937	1.12157218637294	1.11151302405979	0.882711806666378
0.823231951630779	1.47952463742326	1.15941187712873	1.40477038284265	1.3168148295607	1.29009159045061	0.582295191456164	0.567826424846345	1.11022302462516e-16	0.293389347146245	0.618133741575496	1.10964156702872	0.928493797217339	0.593110913959806	1.22048021043146	0.928899233391379	0.573734849038221
0.691978014613239	1.62504539259429	1.34335938743268	1.81701756334587	1.60938244628139	0.831011131624204	0.649834713722405	0.325447501774711	0.293389347146245	0	0.386611357491314	1.06751743283214	0.719655307409487	0.859984187381615	1.30395238524915	1.43676497515244	1.14744123921862
0.933972544289835	1.36110322830466	1.18013672473	1.49808793179324	1.23854418257609	0.837065763443964	0.779551226578366	0.527300079393757	0.618133741575496	0.386611357491314	1.11022302462516e-16	1.12691703733666	1.2468584005052	1.2321155591149	1.3118988860096	1.35685613111053	1.13131121360334
1.25984660216402	1.14299379635003	1.35267379424183	1.25220916100477	1.16226967845856	1.14955923748056	1.20290308295399	0.722075209450983	1.10964156702872	1.06751743283214	1.12691703733666	0	0.993064464741297	0.852320136214971	1.08908568941026	1.01692732164128	1.02389902664425
1.197564919761	1.24010702633005	1.36240997216641	1.22284488747781	1.20674250287897	1.09338040284916	1.11774677513812	0.557639797022645	0.928493797217339	0.719655307409487	1.2468584005052	0.993064464741297	1.11022302462516e-16	0.380990532569204	1.09331854279685	0.882525216619538	1.06863993388173
1.32739894357342	1.22149391257492	1.40139288712218	1.05545150536929	1.14339112816349	1.2393109161137	1.26611106562796	0.523351725354937	0.593110913959806	0.859984187381615	1.2321155591149	0.852320136214971	0.380990532569204	1.11022302462516e-16	1.07677557626388	0.43720331116736	0.282176888114239
1.24532360292309	1.05618137067907	1.15336806462451	0.901258560851114	0.96131692061915	1.14286097472849	1.21157017209069	1.12157218637294	1.22048021043146	1.30395238524915	1.3118988860096	1.08908568941026	1.09331854279685	1.07677557626388	1.11022302462516e-16	0.826174595530071	0.915990553573216
1.46049153413217	1.14083865129448	0.77050280208056	0.448698938375749	0.304796430806801	1.34245559602197	1.38968224229842	1.11151302405979	0.928899233391379	1.43676497515244	1.35685613111053	1.01692732164128	0.882525216619538	0.43720331116736	0.826174595530071	0	0.305188366814798
1.26070280028249	1.01566578584403	1.11019381389745	0.746705267497914	0.897720788702823	1.25437690058187	1.22534626439039	0.882711806666378	0.573734849038221	1.14744123921862	1.13131121360334	1.02389902664425	1.06863993388173	0.282176888114239	0.915990553573216	0.305188366814798	0
